sourceName	(edgeType)	targetName
MolecularSequence	molecular_sequence_reference_seq	MolecularSequenceReferenceSeq
Observation	molecular_sequence_variant	MolecularSequenceVariant
AllergyIntolerance	nutrition_order	NutritionOrder
Encounter	nutrition_order	NutritionOrder
PlanDefinition	nutrition_order	NutritionOrder
ActivityDefinition	nutrition_order	NutritionOrder
Practitioner	nutrition_order	NutritionOrder
PractitionerRole	nutrition_order	NutritionOrder
Patient	nutrition_order	NutritionOrder
Substance	nutrition_product	NutritionProduct
Organization	nutrition_product	NutritionProduct
NutritionProduct	nutrition_product_ingredient	NutritionProductIngredient
Substance	nutrition_product_nutrient	NutritionProductNutrient
ServiceRequest	observation	Observation
NutritionOrder	observation	Observation
MedicationRequest	observation	Observation
DeviceRequest	observation	Observation
CarePlan	observation	Observation
ImmunizationRecommendation	observation	Observation
DocumentReference	observation	Observation
Media	observation	Observation
ImagingStudy	derivedFrom_observation	Observation
MolecularSequence	derivedFrom_observation	Observation
QuestionnaireResponse	derivedFrom_observation	Observation
Observation	derivedFrom_observation	Observation
DeviceMetric	observation	Observation
Device	device_observation	Observation
Encounter	observation	Observation
Resource	observation	Observation
QuestionnaireResponse	hasMember_observation	Observation
MolecularSequence	hasMember_observation	Observation
Observation	hasMember_observation	Observation
Procedure	partOf_observation	Observation
ImagingStudy	partOf_observation	Observation
MedicationDispense	observation	Observation
Immunization	observation	Observation
MedicationAdministration	observation	Observation
MedicationStatement	observation	Observation
Practitioner	performer_observation	Observation
Patient	performer_observation	Observation
PractitionerRole	observation	Observation
Organization	performer_observation	Observation
CareTeam	observation	Observation
RelatedPerson	observation	Observation
Specimen	observation	Observation
Procedure	subject_observation	Observation
Practitioner	subject_observation	Observation
Device	subject_observation	Observation
Patient	subject_observation	Observation
Group	observation	Observation
Organization	subject_observation	Observation
Location	observation	Observation
Medication	observation	Observation
Substance	observation	Observation
ValueSet	abnormalCodedValueSet_observation_definition	ObservationDefinition
ValueSet	criticalCodedValueSet_observation_definition	ObservationDefinition
ValueSet	normalCodedValueSet_observation_definition	ObservationDefinition
ValueSet	validCodedValueSet_observation_definition	ObservationDefinition
OperationDefinition	operation_definition	OperationDefinition
StructureDefinition	inputProfile_operation_definition	OperationDefinition
StructureDefinition	outputProfile_operation_definition	OperationDefinition
StructureDefinition	operation_definition_parameter	OperationDefinitionParameter
ValueSet	operation_definition_parameter_binding	OperationDefinitionParameterBinding
Endpoint	organization	Organization
Organization	organization	Organization
Endpoint	organization_affiliation	OrganizationAffiliation
HealthcareService	organization_affiliation	OrganizationAffiliation
Location	organization_affiliation	OrganizationAffiliation
Organization	network_organization_affiliation	OrganizationAffiliation
Organization	organization_organization_affiliation	OrganizationAffiliation
Organization	participatingOrganization_organization_affiliation	OrganizationAffiliation
Organization	packaged_product_definition	PackagedProductDefinition
MedicinalProductDefinition	packaged_product_definition	PackagedProductDefinition
Organization	packaged_product_definition_package	PackagedProductDefinitionPackage
NutritionProduct	packaged_product_definition_package_contained_item	PackagedProductDefinitionPackageContainedItem
BiologicallyDerivedProduct	packaged_product_definition_package_contained_item	PackagedProductDefinitionPackageContainedItem
DeviceDefinition	packaged_product_definition_package_contained_item	PackagedProductDefinitionPackageContainedItem
ManufacturedItemDefinition	packaged_product_definition_package_contained_item	PackagedProductDefinitionPackageContainedItem
PackagedProductDefinition	packaged_product_definition_package_contained_item	PackagedProductDefinitionPackageContainedItem
StructureDefinition	parameter_definition	ParameterDefinition
Practitioner	patient	Patient
PractitionerRole	patient	Patient
Organization	generalPractitioner_patient	Patient
Organization	managingOrganization_patient	Patient
Organization	patient_contact	PatientContact
RelatedPerson	patient_link	PatientLink
Patient	patient_link	PatientLink
Practitioner	payee_payment_notice	PaymentNotice
PractitionerRole	payee_payment_notice	PaymentNotice
Organization	payee_payment_notice	PaymentNotice
PaymentReconciliation	payment_notice	PaymentNotice
Practitioner	provider_payment_notice	PaymentNotice
PractitionerRole	provider_payment_notice	PaymentNotice
Organization	provider_payment_notice	PaymentNotice
Organization	recipient_payment_notice	PaymentNotice
Resource	request_payment_notice	PaymentNotice
Resource	response_payment_notice	PaymentNotice
Organization	paymentIssuer_payment_reconciliation	PaymentReconciliation
Task	payment_reconciliation	PaymentReconciliation
Practitioner	payment_reconciliation	PaymentReconciliation
PractitionerRole	payment_reconciliation	PaymentReconciliation
Organization	requestor_payment_reconciliation	PaymentReconciliation
Practitioner	payee_payment_reconciliation_detail	PaymentReconciliationDetail
PractitionerRole	payee_payment_reconciliation_detail	PaymentReconciliationDetail
Organization	payee_payment_reconciliation_detail	PaymentReconciliationDetail
Resource	request_payment_reconciliation_detail	PaymentReconciliationDetail
Resource	response_payment_reconciliation_detail	PaymentReconciliationDetail
PractitionerRole	responsible_payment_reconciliation_detail	PaymentReconciliationDetail
Practitioner	submitter_payment_reconciliation_detail	PaymentReconciliationDetail
PractitionerRole	submitter_payment_reconciliation_detail	PaymentReconciliationDetail
Organization	submitter_payment_reconciliation_detail	PaymentReconciliationDetail
Organization	person	Person
Practitioner	person_link	PersonLink
Person	person_link	PersonLink
RelatedPerson	person_link	PersonLink
Patient	person_link	PersonLink
Library	plan_definition	PlanDefinition
AdministrableProductDefinition	plan_definition	PlanDefinition
MedicinalProductDefinition	plan_definition	PlanDefinition
SubstanceDefinition	plan_definition	PlanDefinition
ManufacturedItemDefinition	plan_definition	PlanDefinition
PackagedProductDefinition	plan_definition	PlanDefinition
Group	plan_definition	PlanDefinition
Questionnaire	plan_definition_action	PlanDefinitionAction
PlanDefinition	plan_definition_action	PlanDefinitionAction
ActivityDefinition	plan_definition_action	PlanDefinitionAction
Group	plan_definition_action	PlanDefinitionAction
StructureMap	plan_definition_action	PlanDefinitionAction
Organization	practitioner_qualification	PractitionerQualification
Endpoint	practitioner_role	PractitionerRole
HealthcareService	practitioner_role	PractitionerRole
Location	practitioner_role	PractitionerRole
Organization	practitioner_role	PractitionerRole
Practitioner	practitioner_role	PractitionerRole
Practitioner	asserter_procedure	Procedure
PractitionerRole	asserter_procedure	Procedure
RelatedPerson	asserter_procedure	Procedure
Patient	asserter_procedure	Procedure
ServiceRequest	procedure	Procedure
CarePlan	procedure	Procedure
Condition	complicationDetail_procedure	Procedure
Encounter	procedure	Procedure
ActivityDefinition	procedure	Procedure
PlanDefinition	procedure	Procedure
Measure	procedure	Procedure
Questionnaire	procedure	Procedure
OperationDefinition	procedure	Procedure
Location	procedure	Procedure
Procedure	partOf_procedure	Procedure
MedicationAdministration	procedure	Procedure
Observation	partOf_procedure	Procedure
DocumentReference	reasonReference_procedure	Procedure
Procedure	reasonReference_procedure	Procedure
DiagnosticReport	reasonReference_procedure	Procedure
Condition	reasonReference_procedure	Procedure
Observation	reasonReference_procedure	Procedure
Practitioner	recorder_procedure	Procedure
PractitionerRole	recorder_procedure	Procedure
RelatedPerson	recorder_procedure	Procedure
Patient	recorder_procedure	Procedure
DocumentReference	report_procedure	Procedure
Composition	procedure	Procedure
DiagnosticReport	report_procedure	Procedure
Group	procedure	Procedure
Patient	subject_procedure	Procedure
Medication	procedure	Procedure
Substance	procedure	Procedure
Device	procedure	Procedure
Device	procedure_focal_device	ProcedureFocalDevice
Practitioner	procedure_performer	ProcedurePerformer
Device	procedure_performer	ProcedurePerformer
Patient	procedure_performer	ProcedurePerformer
PractitionerRole	procedure_performer	ProcedurePerformer
RelatedPerson	procedure_performer	ProcedurePerformer
Organization	actor_procedure_performer	ProcedurePerformer
Organization	onBehalfOf_procedure_performer	ProcedurePerformer
Location	provenance	Provenance
Resource	provenance	Provenance
Practitioner	onBehalfOf_provenance_agent	ProvenanceAgent
Device	onBehalfOf_provenance_agent	ProvenanceAgent
Patient	onBehalfOf_provenance_agent	ProvenanceAgent
PractitionerRole	onBehalfOf_provenance_agent	ProvenanceAgent
RelatedPerson	onBehalfOf_provenance_agent	ProvenanceAgent
Organization	onBehalfOf_provenance_agent	ProvenanceAgent
Practitioner	who_provenance_agent	ProvenanceAgent
Device	who_provenance_agent	ProvenanceAgent
Patient	who_provenance_agent	ProvenanceAgent
PractitionerRole	who_provenance_agent	ProvenanceAgent
RelatedPerson	who_provenance_agent	ProvenanceAgent
Organization	who_provenance_agent	ProvenanceAgent
Resource	provenance_entity	ProvenanceEntity
Questionnaire	questionnaire	Questionnaire
ValueSet	questionnaire_item	QuestionnaireItem
Resource	questionnaire_item_answer_option	QuestionnaireItemAnswerOption
Resource	questionnaire_item_enable_when	QuestionnaireItemEnableWhen
Resource	questionnaire_item_initial	QuestionnaireItemInitial
Practitioner	author_questionnaire_response	QuestionnaireResponse
Device	questionnaire_response	QuestionnaireResponse
Patient	author_questionnaire_response	QuestionnaireResponse
PractitionerRole	author_questionnaire_response	QuestionnaireResponse
RelatedPerson	author_questionnaire_response	QuestionnaireResponse
Organization	questionnaire_response	QuestionnaireResponse
ServiceRequest	questionnaire_response	QuestionnaireResponse
CarePlan	questionnaire_response	QuestionnaireResponse
Encounter	questionnaire_response	QuestionnaireResponse
Procedure	questionnaire_response	QuestionnaireResponse
Observation	questionnaire_response	QuestionnaireResponse
Questionnaire	questionnaire_response	QuestionnaireResponse
Practitioner	source_questionnaire_response	QuestionnaireResponse
PractitionerRole	source_questionnaire_response	QuestionnaireResponse
RelatedPerson	source_questionnaire_response	QuestionnaireResponse
Patient	source_questionnaire_response	QuestionnaireResponse
Resource	questionnaire_response	QuestionnaireResponse
Resource	questionnaire_response_item_answer	QuestionnaireResponseItemAnswer
Organization	holder_regulated_authorization	RegulatedAuthorization
ClinicalUseDefinition	regulated_authorization	RegulatedAuthorization
Organization	regulator_regulated_authorization	RegulatedAuthorization
NutritionProduct	regulated_authorization	RegulatedAuthorization
Practitioner	regulated_authorization	RegulatedAuthorization
ResearchStudy	regulated_authorization	RegulatedAuthorization
ActivityDefinition	regulated_authorization	RegulatedAuthorization
BiologicallyDerivedProduct	regulated_authorization	RegulatedAuthorization
MedicinalProductDefinition	regulated_authorization	RegulatedAuthorization
SubstanceDefinition	regulated_authorization	RegulatedAuthorization
ObservationDefinition	regulated_authorization	RegulatedAuthorization
Organization	subject_regulated_authorization	RegulatedAuthorization
PlanDefinition	regulated_authorization	RegulatedAuthorization
DeviceDefinition	regulated_authorization	RegulatedAuthorization
Location	regulated_authorization	RegulatedAuthorization
PackagedProductDefinition	regulated_authorization	RegulatedAuthorization
Resource	related_artifact	RelatedArtifact
Patient	related_person	RelatedPerson
Practitioner	request_group	RequestGroup
PractitionerRole	request_group	RequestGroup
Device	request_group	RequestGroup
Resource	basedOn_request_group	RequestGroup
Encounter	request_group	RequestGroup
Condition	request_group	RequestGroup
DocumentReference	request_group	RequestGroup
DiagnosticReport	request_group	RequestGroup
Observation	request_group	RequestGroup
Resource	replaces_request_group	RequestGroup
Group	request_group	RequestGroup
Patient	request_group	RequestGroup
Practitioner	request_group_action	RequestGroupAction
Device	request_group_action	RequestGroupAction
Patient	request_group_action	RequestGroupAction
PractitionerRole	request_group_action	RequestGroupAction
RelatedPerson	request_group_action	RequestGroupAction
Resource	request_group_action	RequestGroupAction
ResearchElementDefinition	exposure_research_definition	ResearchDefinition
ResearchElementDefinition	exposureAlternative_research_definition	ResearchDefinition
Library	research_definition	ResearchDefinition
ResearchElementDefinition	outcome_research_definition	ResearchDefinition
ResearchElementDefinition	population_research_definition	ResearchDefinition
Group	research_definition	ResearchDefinition
Library	research_element_definition	ResearchElementDefinition
Group	research_element_definition	ResearchElementDefinition
ValueSet	research_element_definition_characteristic	ResearchElementDefinitionCharacteristic
Group	research_study	ResearchStudy
ResearchStudy	research_study	ResearchStudy
Practitioner	research_study	ResearchStudy
PractitionerRole	research_study	ResearchStudy
PlanDefinition	research_study	ResearchStudy
Location	research_study	ResearchStudy
Organization	research_study	ResearchStudy
Consent	research_subject	ResearchSubject
Patient	research_subject	ResearchSubject
ResearchStudy	research_subject	ResearchSubject
Resource	basedOn_risk_assessment	RiskAssessment
Resource	basis_risk_assessment	RiskAssessment
Condition	condition_risk_assessment	RiskAssessment
Encounter	risk_assessment	RiskAssessment
Resource	parent_risk_assessment	RiskAssessment
Practitioner	risk_assessment	RiskAssessment
PractitionerRole	risk_assessment	RiskAssessment
Device	risk_assessment	RiskAssessment
Condition	reasonReference_risk_assessment	RiskAssessment
DocumentReference	risk_assessment	RiskAssessment
DiagnosticReport	risk_assessment	RiskAssessment
Observation	risk_assessment	RiskAssessment
Group	risk_assessment	RiskAssessment
Patient	risk_assessment	RiskAssessment
Practitioner	schedule	Schedule
Device	schedule	Schedule
Patient	schedule	Schedule
PractitionerRole	schedule	Schedule
RelatedPerson	schedule	Schedule
HealthcareService	schedule	Schedule
Location	schedule	Schedule
SearchParameter	search_parameter	SearchParameter
SearchParameter	search_parameter_component	SearchParameterComponent
ServiceRequest	basedOn_service_request	ServiceRequest
MedicationRequest	service_request	ServiceRequest
CarePlan	service_request	ServiceRequest
Encounter	service_request	ServiceRequest
PlanDefinition	service_request	ServiceRequest
ActivityDefinition	service_request	ServiceRequest
Coverage	service_request	ServiceRequest
ClaimResponse	service_request	ServiceRequest
Location	locationReference_service_request	ServiceRequest
Practitioner	performer_service_request	ServiceRequest
Device	performer_service_request	ServiceRequest
Patient	performer_service_request	ServiceRequest
PractitionerRole	performer_service_request	ServiceRequest
Organization	performer_service_request	ServiceRequest
CareTeam	service_request	ServiceRequest
RelatedPerson	performer_service_request	ServiceRequest
HealthcareService	service_request	ServiceRequest
Condition	service_request	ServiceRequest
DocumentReference	service_request	ServiceRequest
DiagnosticReport	service_request	ServiceRequest
Observation	service_request	ServiceRequest
Provenance	service_request	ServiceRequest
ServiceRequest	replaces_service_request	ServiceRequest
Practitioner	requester_service_request	ServiceRequest
Device	requester_service_request	ServiceRequest
Patient	requester_service_request	ServiceRequest
PractitionerRole	requester_service_request	ServiceRequest
RelatedPerson	requester_service_request	ServiceRequest
Organization	requester_service_request	ServiceRequest
Specimen	service_request	ServiceRequest
Location	subject_service_request	ServiceRequest
Group	service_request	ServiceRequest
Device	subject_service_request	ServiceRequest
Patient	subject_service_request	ServiceRequest
Resource	service_request	ServiceRequest
Practitioner	onBehalfOf_signature	Signature
Device	onBehalfOf_signature	Signature
Patient	onBehalfOf_signature	Signature
PractitionerRole	onBehalfOf_signature	Signature
RelatedPerson	onBehalfOf_signature	Signature
Organization	onBehalfOf_signature	Signature
Practitioner	who_signature	Signature
Device	who_signature	Signature
Patient	who_signature	Signature
PractitionerRole	who_signature	Signature
RelatedPerson	who_signature	Signature
Organization	who_signature	Signature
Schedule	slot	Slot
Specimen	specimen	Specimen
ServiceRequest	specimen	Specimen
Device	specimen	Specimen
Patient	specimen	Specimen
Group	specimen	Specimen
Location	specimen	Specimen
Substance	specimen	Specimen
Practitioner	specimen_collection	SpecimenCollection
PractitionerRole	specimen_collection	SpecimenCollection
Substance	specimen_container	SpecimenContainer
Substance	specimen_processing	SpecimenProcessing
Substance	specimen_definition_type_tested_container_additive	SpecimenDefinitionTypeTestedContainerAdditive
StructureDefinition	structure_definition	StructureDefinition
StructureMap	structure_map	StructureMap
StructureDefinition	structure_map_structure	StructureMapStructure
Subscription	subscription_status	SubscriptionStatus
SubscriptionTopic	subscription_status	SubscriptionStatus
Resource	additionalContext_subscription_status_notification_event	SubscriptionStatusNotificationEvent
Resource	focus_subscription_status_notification_event	SubscriptionStatusNotificationEvent
SubscriptionTopic	subscription_topic	SubscriptionTopic
Substance	substance_ingredient	SubstanceIngredient
Citation	substance_definition	SubstanceDefinition
Organization	manufacturer_substance_definition	SubstanceDefinition
Organization	supplier_substance_definition	SubstanceDefinition
DocumentReference	substance_definition_code	SubstanceDefinitionCode
DocumentReference	substance_definition_name	SubstanceDefinitionName
DocumentReference	substance_definition_relationship	SubstanceDefinitionRelationship
SubstanceDefinition	substance_definition_relationship	SubstanceDefinitionRelationship
DocumentReference	substance_definition_structure	SubstanceDefinitionStructure
DocumentReference	substance_definition_structure_representation	SubstanceDefinitionStructureRepresentation
SupplyRequest	supply_delivery	SupplyDelivery
Location	supply_delivery	SupplyDelivery
SupplyDelivery	supply_delivery	SupplyDelivery
Contract	supply_delivery	SupplyDelivery
Patient	supply_delivery	SupplyDelivery
Practitioner	receiver_supply_delivery	SupplyDelivery
PractitionerRole	receiver_supply_delivery	SupplyDelivery
Practitioner	supplier_supply_delivery	SupplyDelivery
PractitionerRole	supplier_supply_delivery	SupplyDelivery
Organization	supply_delivery	SupplyDelivery
Medication	supply_delivery_supplied_item	SupplyDeliverySuppliedItem
Substance	supply_delivery_supplied_item	SupplyDeliverySuppliedItem
Device	supply_delivery_supplied_item	SupplyDeliverySuppliedItem
Location	deliverFrom_supply_request	SupplyRequest
Organization	deliverFrom_supply_request	SupplyRequest
Location	deliverTo_supply_request	SupplyRequest
Organization	deliverTo_supply_request	SupplyRequest
Patient	deliverTo_supply_request	SupplyRequest
Medication	supply_request	SupplyRequest
Substance	supply_request	SupplyRequest
Device	itemReference_supply_request	SupplyRequest
Condition	supply_request	SupplyRequest
DocumentReference	supply_request	SupplyRequest
DiagnosticReport	supply_request	SupplyRequest
Observation	supply_request	SupplyRequest
Practitioner	supply_request	SupplyRequest
Device	requester_supply_request	SupplyRequest
Patient	requester_supply_request	SupplyRequest
PractitionerRole	supply_request	SupplyRequest
RelatedPerson	supply_request	SupplyRequest
Organization	requester_supply_request	SupplyRequest
Organization	supplier_supply_request	SupplyRequest
HealthcareService	supply_request	SupplyRequest
Resource	basedOn_task	Task
Encounter	task	Task
Resource	focus_task	Task
Resource	for_fhir_task	Task
ActivityDefinition	task	Task
Coverage	task	Task
ClaimResponse	task	Task
Location	task	Task
Practitioner	owner_task	Task
Device	owner_task	Task
Patient	owner_task	Task
PractitionerRole	owner_task	Task
Organization	owner_task	Task
CareTeam	task	Task
RelatedPerson	owner_task	Task
HealthcareService	task	Task
Task	task	Task
Resource	reasonReference_task	Task
Provenance	task	Task
Practitioner	requester_task	Task
Device	requester_task	Task
Patient	requester_task	Task
PractitionerRole	requester_task	Task
Organization	requester_task	Task
RelatedPerson	requester_task	Task
Practitioner	task_restriction	TaskRestriction
Patient	task_restriction	TaskRestriction
Group	task_restriction	TaskRestriction
PractitionerRole	task_restriction	TaskRestriction
RelatedPerson	task_restriction	TaskRestriction
Organization	task_restriction	TaskRestriction
CodeSystem	terminology_capabilities_code_system	TerminologyCapabilitiesCodeSystem
TestScript	test_report	TestReport
Resource	test_script	TestScript
Resource	test_script_fixture	TestScriptFixture
CapabilityStatement	test_script_metadata_capability	TestScriptMetadataCapability
Schedule	trigger_definition	TriggerDefinition
ResearchStudy	usage_context	UsageContext
Group	usage_context	UsageContext
InsurancePlan	usage_context	UsageContext
Organization	usage_context	UsageContext
PlanDefinition	usage_context	UsageContext
HealthcareService	usage_context	UsageContext
Location	usage_context	UsageContext
ValueSet	value_set_compose_include	ValueSetComposeInclude
Resource	verification_result	VerificationResult
Practitioner	onBehalfOf_verification_result_attestation	VerificationResultAttestation
PractitionerRole	onBehalfOf_verification_result_attestation	VerificationResultAttestation
Organization	onBehalfOf_verification_result_attestation	VerificationResultAttestation
Practitioner	who_verification_result_attestation	VerificationResultAttestation
PractitionerRole	who_verification_result_attestation	VerificationResultAttestation
Organization	who_verification_result_attestation	VerificationResultAttestation
Practitioner	verification_result_primary_source	VerificationResultPrimarySource
PractitionerRole	verification_result_primary_source	VerificationResultPrimarySource
Organization	verification_result_primary_source	VerificationResultPrimarySource
Organization	verification_result_validator	VerificationResultValidator
Encounter	vision_prescription	VisionPrescription
Patient	vision_prescription	VisionPrescription
Practitioner	vision_prescription	VisionPrescription
PractitionerRole	vision_prescription	VisionPrescription
Account	owner	Organization
Account	partOf	Account
Account	subject	Practitioner
Account	subject	Device
Account	subject	Patient
Account	subject	PractitionerRole
Account	subject	Organization
Account	subject	HealthcareService
Account	subject	Location
AccountCoverage	coverage	Coverage
AccountGuarantor	party	Organization
AccountGuarantor	party	RelatedPerson
AccountGuarantor	party	Patient
ActivityDefinition	library	Library
ActivityDefinition	location	Location
ActivityDefinition	observationRequirement	ObservationDefinition
ActivityDefinition	observationResultRequirement	ObservationDefinition
ActivityDefinition	productReference	Medication
ActivityDefinition	productReference	Substance
ActivityDefinition	productReference	Ingredient
ActivityDefinition	profile	StructureDefinition
ActivityDefinition	specimenRequirement	SpecimenDefinition
ActivityDefinition	subjectReference	Group
ActivityDefinition	transform	StructureMap
AdministrableProductDefinition	device	DeviceDefinition
AdministrableProductDefinition	formOf	MedicinalProductDefinition
AdministrableProductDefinition	producedFrom	ManufacturedItemDefinition
AdverseEvent	contributor	Practitioner
AdverseEvent	contributor	PractitionerRole
AdverseEvent	contributor	Device
AdverseEvent	encounter	Encounter
AdverseEvent	location	Location
AdverseEvent	recorder	Practitioner
AdverseEvent	recorder	PractitionerRole
AdverseEvent	recorder	RelatedPerson
AdverseEvent	recorder	Patient
AdverseEvent	referenceDocument	DocumentReference
AdverseEvent	resultingCondition	Condition
AdverseEvent	study	ResearchStudy
AdverseEvent	subject	Practitioner
AdverseEvent	subject	Group
AdverseEvent	subject	RelatedPerson
AdverseEvent	subject	Patient
AdverseEvent	subjectMedicalHistory	Procedure
AdverseEvent	subjectMedicalHistory	Media
AdverseEvent	subjectMedicalHistory	DocumentReference
AdverseEvent	subjectMedicalHistory	Immunization
AdverseEvent	subjectMedicalHistory	Condition
AdverseEvent	subjectMedicalHistory	AllergyIntolerance
AdverseEvent	subjectMedicalHistory	FamilyMemberHistory
AdverseEvent	subjectMedicalHistory	Observation
AdverseEventSuspectEntity	instance	Procedure
AdverseEventSuspectEntity	instance	Device
AdverseEventSuspectEntity	instance	Immunization
AdverseEventSuspectEntity	instance	MedicationAdministration
AdverseEventSuspectEntity	instance	Medication
AdverseEventSuspectEntity	instance	Substance
AdverseEventSuspectEntity	instance	MedicationStatement
AdverseEventSuspectEntityCausality	author	Practitioner
AdverseEventSuspectEntityCausality	author	PractitionerRole
AllergyIntolerance	asserter	Practitioner
AllergyIntolerance	asserter	PractitionerRole
AllergyIntolerance	asserter	RelatedPerson
AllergyIntolerance	asserter	Patient
AllergyIntolerance	encounter	Encounter
AllergyIntolerance	patient	Patient
AllergyIntolerance	recorder	Practitioner
AllergyIntolerance	recorder	PractitionerRole
AllergyIntolerance	recorder	RelatedPerson
AllergyIntolerance	recorder	Patient
Annotation	authorReference	Practitioner
Annotation	authorReference	RelatedPerson
Annotation	authorReference	Organization
Annotation	authorReference	Patient
Appointment	basedOn	ServiceRequest
Appointment	reasonReference	Condition
Appointment	reasonReference	ImmunizationRecommendation
Appointment	reasonReference	Procedure
Appointment	reasonReference	Observation
Appointment	slot	Slot
Appointment	supportingInformation	Resource
AppointmentParticipant	actor	Practitioner
AppointmentParticipant	actor	Device
AppointmentParticipant	actor	Patient
AppointmentParticipant	actor	PractitionerRole
AppointmentParticipant	actor	RelatedPerson
AppointmentParticipant	actor	HealthcareService
AppointmentParticipant	actor	Location
AppointmentResponse	actor	Practitioner
AppointmentResponse	actor	Device
AppointmentResponse	actor	Patient
AppointmentResponse	actor	PractitionerRole
AppointmentResponse	actor	RelatedPerson
AppointmentResponse	actor	HealthcareService
AppointmentResponse	actor	Location
AppointmentResponse	appointment	Appointment
AuditEventAgent	location	Location
AuditEventAgent	who	Practitioner
AuditEventAgent	who	Device
AuditEventAgent	who	Patient
AuditEventAgent	who	PractitionerRole
AuditEventAgent	who	Organization
AuditEventAgent	who	RelatedPerson
AuditEventEntity	what	Resource
AuditEventSource	observer	Practitioner
AuditEventSource	observer	Device
AuditEventSource	observer	Patient
AuditEventSource	observer	PractitionerRole
AuditEventSource	observer	Organization
AuditEventSource	observer	RelatedPerson
Basic	author	Practitioner
Basic	author	Patient
Basic	author	PractitionerRole
Basic	author	RelatedPerson
Basic	author	Organization
Basic	subject	Resource
Binary	securityContext	Resource
BiologicallyDerivedProduct	parent	BiologicallyDerivedProduct
BiologicallyDerivedProduct	request	ServiceRequest
BiologicallyDerivedProductCollection	collector	Practitioner
BiologicallyDerivedProductCollection	collector	PractitionerRole
BiologicallyDerivedProductCollection	source	Organization
BiologicallyDerivedProductCollection	source	Patient
BiologicallyDerivedProductProcessing	additive	Substance
BodyStructure	patient	Patient
CapabilityStatement	implementationGuide	ImplementationGuide
CapabilityStatement	imports	CapabilityStatement
CapabilityStatement	instantiates	CapabilityStatement
CapabilityStatementDocument	profile	StructureDefinition
CapabilityStatementImplementation	custodian	Organization
CapabilityStatementMessagingSupportedMessage	definition	MessageDefinition
CapabilityStatementRest	compartment	CompartmentDefinition
CapabilityStatementRestResource	profile	StructureDefinition
CapabilityStatementRestResource	supportedProfile	StructureDefinition
CapabilityStatementRestResourceOperation	definition	OperationDefinition
CapabilityStatementRestResourceSearchParam	definition	SearchParameter
CarePlan	addresses	Condition
CarePlan	author	Practitioner
CarePlan	author	Device
CarePlan	author	Patient
CarePlan	author	PractitionerRole
CarePlan	author	RelatedPerson
CarePlan	author	Organization
CarePlan	author	CareTeam
CarePlan	basedOn	CarePlan
CarePlan	careTeam	CareTeam
CarePlan	contributor	Practitioner
CarePlan	contributor	Device
CarePlan	contributor	Patient
CarePlan	contributor	PractitionerRole
CarePlan	contributor	RelatedPerson
CarePlan	contributor	Organization
CarePlan	contributor	CareTeam
CarePlan	encounter	Encounter
CarePlan	goal	Goal
CarePlan	instantiatesCanonical	ActivityDefinition
CarePlan	instantiatesCanonical	PlanDefinition
CarePlan	instantiatesCanonical	Measure
CarePlan	instantiatesCanonical	Questionnaire
CarePlan	instantiatesCanonical	OperationDefinition
CarePlan	partOf	CarePlan
CarePlan	replaces	CarePlan
CarePlan	subject	Group
CarePlan	subject	Patient
CarePlan	supportingInfo	Resource
CarePlanActivity	outcomeReference	Resource
CarePlanActivity	reference	ServiceRequest
CarePlanActivity	reference	CommunicationRequest
CarePlanActivity	reference	NutritionOrder
CarePlanActivity	reference	MedicationRequest
CarePlanActivity	reference	VisionPrescription
CarePlanActivity	reference	DeviceRequest
CarePlanActivity	reference	RequestGroup
CarePlanActivity	reference	Appointment
CarePlanActivity	reference	Task
CarePlanActivityDetail	goal	Goal
CarePlanActivityDetail	instantiatesCanonical	ActivityDefinition
CarePlanActivityDetail	instantiatesCanonical	PlanDefinition
CarePlanActivityDetail	instantiatesCanonical	Measure
CarePlanActivityDetail	instantiatesCanonical	Questionnaire
CarePlanActivityDetail	instantiatesCanonical	OperationDefinition
CarePlanActivityDetail	location	Location
CarePlanActivityDetail	performer	Practitioner
CarePlanActivityDetail	performer	Device
CarePlanActivityDetail	performer	Patient
CarePlanActivityDetail	performer	PractitionerRole
CarePlanActivityDetail	performer	Organization
CarePlanActivityDetail	performer	RelatedPerson
CarePlanActivityDetail	performer	CareTeam
CarePlanActivityDetail	performer	HealthcareService
CarePlanActivityDetail	productReference	Medication
CarePlanActivityDetail	productReference	Substance
CarePlanActivityDetail	reasonReference	Condition
CarePlanActivityDetail	reasonReference	DocumentReference
CarePlanActivityDetail	reasonReference	DiagnosticReport
CarePlanActivityDetail	reasonReference	Observation
CareTeam	encounter	Encounter
CareTeam	managingOrganization	Organization
CareTeam	reasonReference	Condition
CareTeam	subject	Group
CareTeam	subject	Patient
CareTeamParticipant	member	Practitioner
CareTeamParticipant	member	Patient
CareTeamParticipant	member	PractitionerRole
CareTeamParticipant	member	RelatedPerson
CareTeamParticipant	member	Organization
CareTeamParticipant	member	CareTeam
CareTeamParticipant	onBehalfOf	Organization
CatalogEntry	referencedItem	Practitioner
CatalogEntry	referencedItem	SpecimenDefinition
CatalogEntry	referencedItem	Device
CatalogEntry	referencedItem	ActivityDefinition
CatalogEntry	referencedItem	PractitionerRole
CatalogEntry	referencedItem	Organization
CatalogEntry	referencedItem	ObservationDefinition
CatalogEntry	referencedItem	Binary
